fips,lat,lon
018143,38.697942,-085.764092
018145,39.535011,-085.790065
018147,38.019216,-087.009078
018149,41.281734,-086.632742
018151,41.650003,-085.010961
018153,39.103793,-087.393185
018155,38.816976,-085.023673
018157,40.418699,-086.886959
018159,40.307543,-086.051278
018161,39.618364,-084.919464
018163,37.998233,-087.549603
018165,39.759924,-087.439022
018167,39.460456,-087.386916
018169,40.855768,-085.804210
018171,40.312721,-087.325412
018173,38.011051,-087.355616
018175,38.573362,-086.084553
018177,39.843304,-084.948672
018179,40.770773,-085.192988
018181,40.753581,-086.809953
018183,41.163050,-085.478007
019001,41.347726,-094.478337
019003,41.007205,-094.708824
019005,43.252971,-091.424760
019007,40.741265,-092.864741
019009,41.675888,-094.925428
019011,42.063318,-092.013283
019013,42.490207,-092.371790
019015,42.026222,-093.892211
019017,42.740346,-092.380697
019019,42.485130,-091.901131
019021,42.676707,-095.184296
019023,42.701602,-092.758281
019025,42.397770,-094.623179
019027,42.039462,-094.867701
019029,41.366511,-094.977692
019031,41.756011,-091.140408
019033,43.135216,-093.246108
019035,42.751225,-095.591928
019037,43.038731,-092.342847
019039,41.034767,-093.783479
019041,43.127358,-095.159344
019043,42.860684,-091.321147
019045,41.852141,-090.341168
019047,42.026692,-095.357436
019049,41.630722,-093.900543
019051,40.762546,-092.418316
019053,40.712300,-093.817156
019055,42.481630,-091.383936
019057,40.835280,-091.143256
019059,43.388950,-095.134559
019061,42.493173,-090.762214
019063,43.395995,-094.758270
019065,42.821543,-091.855739
019067,43.075228,-092.751434
019069,42.754609,-093.239282
019071,40.753741,-095.616798
019073,42.029106,-094.379863
019075,42.380480,-092.747282
019077,41.665841,-094.427696
019079,42.406603,-093.767427
019081,43.092315,-093.702667
019083,42.436346,-093.217038
019085,41.662599,-095.804583
019087,40.977985,-091.536884
019089,43.361965,-092.229351
019091,42.746569,-094.216619
019093,42.393275,-095.505465
019095,41.701018,-092.039155
019097,42.141479,-090.567662
019099,41.678059,-093.071440
019101,41.012603,-091.965861
019103,41.683586,-091.561276
019105,42.138136,-091.200472
019107,41.324433,-092.175248
019109,43.143301,-094.221432
019111,40.560697,-091.397062
019113,42.008474,-091.648394
019115,41.225335,-091.262686
019117,41.022123,-093.312466
019119,43.385476,-096.227291
019121,41.348667,-093.986790
019123,41.311761,-092.642105
019125,41.357267,-093.041728
019127,42.030436,-092.938199
019129,41.050907,-095.693715
019131,43.334549,-092.806056
019133,42.062617,-095.988925
019135,41.033760,-092.825189
019137,41.009252,-095.169693
019139,41.465515,-091.077753
019141,43.129233,-095.695310
019143,43.387203,-095.680981
019145,40.746972,-095.187340
019147,43.101085,-094.688525
019149,42.748026,-096.203040
019151,42.744041,-094.706993
019153,41.630968,-093.640165
019155,41.278446,-095.793850
019157,41.712451,-092.624939
019159,40.737978,-094.237097
019161,42.375250,-095.089609
019163,41.564700,-090.562678
019165,41.662625,-095.323280
019167,43.080798,-096.167993
019169,42.025132,-093.604948
019171,42.062414,-092.544134
019173,40.753586,-094.679839
019175,41.054759,-094.318334
019177,40.744224,-091.942474
019179,41.016420,-092.418899
019181,41.406850,-093.595647
019183,41.365129,-091.694180
019185,40.733313,-093.304108
019187,42.481229,-094.179496
019189,43.341507,-093.663913
019191,43.281109,-091.813207
019193,42.483312,-096.345995
019195,43.369396,-093.250437
019197,42.732976,-093.756305
020001,37.896944,-095.369306
020003,38.251802,-095.263224
020005,39.555375,-095.179193
020007,37.211912,-098.557723
020009,38.396456,-098.758290
020011,37.845974,-094.749672
020013,39.805025,-095.551801
020015,37.725409,-096.998490
020017,38.358225,-096.558338
020019,37.115752,-096.228059
020021,37.114832,-094.751725
020023,39.769323,-101.738091
020025,37.295814,-099.886429
020027,39.354338,-097.122448
020029,39.534860,-097.635801
020031,38.249077,-095.741609
020033,37.233664,-099.373213
020035,37.174610,-096.998360
020037,37.438265,-094.729385
020039,39.804239,-100.484373
020041,38.886002,-097.152074
020043,39.787452,-095.071424
020045,38.942493,-095.254186
020047,37.913198,-099.352782
020049,37.423675,-096.239085
020051,38.882206,-099.330542
020053,38.725437,-098.268058
020055,37.977246,-100.863047
020057,37.753005,-099.995523
020059,38.603542,-095.260357
020061,39.040483,-096.838824
020063,39.047079,-100.377754
020065,39.358244,-099.855627
020067,37.580299,-101.351338
020069,37.724149,-100.412286
020071,38.483553,-101.758084
020073,37.861919,-096.224613
020075,37.980580,-101.760582
020077,37.215327,-098.049879
020079,38.046143,-097.385867
020081,37.495004,-100.890211
020083,38.085859,-099.860131
020085,39.402317,-095.752834
020087,39.210953,-095.397523
020089,39.777617,-098.198892
020091,38.924919,-094.740299
020093,37.951539,-101.241680
020095,37.610273,-098.098011
020097,37.595999,-099.252339
020099,37.259841,-095.262384
020101,38.504038,-100.483419
020103,39.235130,-094.959527
020105,39.035019,-098.186201
020107,38.239619,-094.800976
020109,39.095504,-100.926327
020111,38.416221,-096.179070
020113,38.382645,-097.646719
020115,38.324754,-097.127529
020117,39.800328,-096.573926
020119,37.292243,-100.396872
020121,38.595195,-094.831050
020123,39.454260,-098.175033
020125,37.143443,-095.693873
020127,38.694354,-096.580850
020129,37.043232,-101.840026
020131,39.829395,-095.966260
020133,37.623786,-095.396134
020135,38.488254,-099.897744
020137,39.823510,-099.876765
020139,38.699173,-095.713137
020141,39.425897,-098.705316
020143,39.096393,-097.682422
020145,38.179763,-099.146958
020147,39.759487,-099.348621
020149,39.251723,-096.332282
020151,37.644800,-098.730599
020153,39.807173,-101.050348
020155,38.051646,-097.931942
020157,39.817924,-097.659071
020159,38.320405,-098.199874
020161,39.190165,-096.632706
020163,39.321747,-099.314061
020165,38.527826,-099.281206
020167,38.904218,-098.830652
020169,38.814764,-097.605554
020171,38.481574,-100.913143
020173,37.680269,-097.344390
020175,37.051086,-100.918735
020177,39.034789,-095.706417
020179,39.368138,-100.463405
020181,39.350878,-101.726045
020183,39.770601,-098.805608
020185,38.005058,-098.733831
020187,37.565287,-101.757372
020189,37.187133,-101.322543
020191,37.303365,-097.406786
020193,39.384656,-101.050191
020195,39.003748,-099.881416
020197,38.989695,-096.178582
020199,38.885844,-101.761616
020201,39.779332,-097.048861
020203,38.494575,-101.349645
020205,37.511463,-095.739717
020207,37.876071,-095.735035
020209,39.106038,-094.712818
021001,37.107461,-085.279650
